# Performance evaluation of snzi object
# num_threads	(K,H)=(2,0)	(K,H)=(2,1)	(K,H)=(2,2)	(K,H)=(4,1)	
1	25853.5	25850.4	25837.7	25829.6	
2	8298.59	5655.86	6764.44	6160.72	
3	5732.16	4093.67	2694.27	3959.98	
4	4660.01	3163.3	2644.48	3899.68	
5	4100.51	2705.86	2415.29	2912.34	
6	3402.62	2474.97	1989.89	2694.32	
7	2928.6	1959.38	1971.57	2485.1	
8	2577.94	1667.32	1942.09	2368.73	
