# Performance evaluation of snzi object
# num_threads	(K,H)=(2,0)	(K,H)=(2,1)	(K,H)=(2,2)	(K,H)=(4,1)	
1	16356.2	9816.47	7213.72	9814.85	
2	7904.01	5133.72	3657.25	5874.08	
3	5282.62	4073.25	2777.9	3910.32	
4	4245.49	3171.11	2682.35	3788.05	
5	3745.44	2730.24	2369.18	2881.56	
6	3285.4	2456.14	2085.79	2759.16	
7	2970.28	1969.8	2034.38	2588.25	
8	2726.87	1680.99	1998.64	2490.92	
