# Performance evaluation of snzi object
# num_threads	(K,H)=(2,0)	(K,H)=(2,1)	(K,H)=(2,2)	(K,H)=(4,1)	
1	16352.3	12842.8	10842.7	12857	
2	7756.73	6480.24	3626.97	6194.23	
3	5343.27	3559.9	3030	4043.25	
4	4242.82	2981.11	2766.83	3281.58	
5	3724.15	2293.64	2151.62	2708.3	
6	3262.61	2088.52	2029.44	2422.58	
7	2929.88	1980.41	1933.72	2292.8	
8	2686.62	1714.96	1648.8	2148.35	
